timestamp,position_x,position_y,position_z,tof_distance,left_data,right_data
1723217062.604905,1.42628,1.12057,0.0,472,16.695941544648676,20.554079696394687
1723217062.8115938,1.42674,1.12098,0.0,422,16.695941544648676,20.554079696394687
1723217063.011488,1.4268,1.12095,0.0,371,16.695941544648676,20.554079696394687
1723217063.025822,1.42671,1.12097,0.0,317,16.695941544648676,20.554079696394687
1723217063.2161677,1.4265,1.12111,0.0,218,16.695941544648676,20.554079696394687
1723217063.22783,1.42624,1.12106,0.0,206,16.695941544648676,20.554079696394687
1723217063.4089906,1.42615,1.12098,0.0,199,16.695941544648676,20.554079696394687
1723217063.4248502,1.42611,1.12101,0.0,196,16.695941544648676,20.554079696394687
1723217063.6238925,1.42607,1.12095,0.0,193,16.759013282732454,21.21821631878558
1723217063.8287427,1.42599,1.12091,0.0,188,16.759013282732454,21.21821631878558
1723217064.0320883,1.42596,1.12086,0.0,185,16.759013282732454,21.21821631878558
1723217064.047866,1.42596,1.12093,0.0,185,16.759013282732454,21.21821631878558
1723217064.2378814,1.42592,1.12087,0.0,186,16.759013282732454,21.21821631878558
1723217064.243048,1.42591,1.12091,0.0,184,16.759013282732454,21.21821631878558
1723217064.416472,1.42588,1.12087,0.0,196,16.7200147271234,20.933586337760914
1723217064.4406676,1.42587,1.12088,0.0,204,16.7200147271234,20.933586337760914
1723217064.64801,1.42586,1.12096,0.0,209,16.7200147271234,20.933586337760914
1723217064.8547893,1.42585,1.12098,0.0,214,16.7200147271234,20.933586337760914
1723217065.0633943,1.42583,1.12102,0.0,222,16.7200147271234,20.933586337760914
1723217065.2637846,1.42585,1.12104,0.0,229,16.7200147271234,20.933586337760914
1723217065.4279726,1.42584,1.12103,0.0,239,16.196068990908834,18.703984819734348
1723217065.4470103,1.42585,1.121,0.0,250,16.196068990908834,18.703984819734348
1723217065.671411,1.42573,1.12121,0.0,262,16.196068990908834,18.703984819734348
1723217065.6905446,1.42577,1.12153,0.0,65535,16.196068990908834,18.703984819734348
1723217065.879563,1.42571,1.12134,0.0,328,16.196068990908834,18.703984819734348
1723217065.8877625,1.4259,1.12124,0.0,348,16.196068990908834,18.703984819734348
1723217066.0828824,1.42577,1.12141,0.0,379,16.196068990908834,18.703984819734348
1723217066.287313,1.42548,1.1179,0.0,398,16.196068990908834,18.703984819734348
1723217066.4341938,1.42661,1.11995,0.0,410,16.196068990908834,18.703984819734348
1723217066.491819,1.4263,1.12052,0.0,440,17.99240986717268,17.146959698660396
1723217066.706711,1.42653,1.12072,0.0,643,17.99240986717268,17.146959698660396
1723217066.899968,1.42529,1.12007,0.0,876,17.99240986717268,17.146959698660396
1723217066.907299,1.42595,1.1205,0.0,822,17.99240986717268,17.146959698660396
1723217067.1080182,1.42546,1.12001,0.0,817,17.99240986717268,17.146959698660396
1723217067.3124187,1.42431,1.11877,0.0,814,17.99240986717268,17.146959698660396
1723217067.4455297,1.42609,1.12009,0.0,808,17.99240986717268,17.146959698660396
1723217067.4620132,1.42527,1.12007,0.0,815,17.99240986717268,17.146959698660396
1723217067.7179585,1.42365,1.11898,0.0,818,17.99240986717268,17.146959698660396
1723217067.9282367,1.42471,1.11878,0.0,819,17.99240986717268,17.146959698660396
1723217068.1290827,1.42483,1.11868,0.0,820,15.934096122801554,20.648956356736242
1723217068.3317745,1.42563,1.11795,0.0,819,15.934096122801554,20.648956356736242
1723217068.4409819,1.42478,1.11814,0.0,820,15.934096122801554,20.648956356736242
1723217068.5464232,1.4249,1.11802,0.0,820,15.934096122801554,20.648956356736242
1723217068.7395735,1.42572,1.1186,0.0,820,15.934096122801554,20.648956356736242
1723217068.950013,1.4248,1.11741,0.0,820,15.934096122801554,20.648956356736242
1723217069.01131,1.4244,1.118,0.0,818,15.934096122801554,20.648956356736242
1723217069.1327777,1.42456,1.11567,0.0,819,15.934096122801554,20.648956356736242
1723217069.3651376,1.42136,1.11677,0.0,819,20.364326375711578,14.983148772267695
1723217069.4719903,1.41923,1.1175,0.0,818,20.364326375711578,14.983148772267695
1723217069.5685782,1.41815,1.11793,0.0,820,20.364326375711578,14.983148772267695
1723217069.7683487,1.41835,1.11788,0.0,819,20.364326375711578,14.983148772267695
1723217069.8156393,1.41875,1.11775,0.0,819,20.364326375711578,14.983148772267695
1723217069.9741879,1.41869,1.11784,0.0,819,20.364326375711578,14.983148772267695
1723217069.9880137,1.41859,1.118,0.0,820,20.364326375711578,14.983148772267695
1723217070.178514,1.41855,1.1181,0.0,819,20.364326375711578,14.983148772267695
1723217070.1857727,1.41864,1.11818,0.0,821,19.60531309297913,0.0
1723217070.381334,1.41864,1.11824,0.0,820,19.60531309297913,0.0
1723217070.5949886,1.41865,1.1184,0.0,819,19.60531309297913,0.0
1723217070.6438656,1.41862,1.11845,0.0,821,19.60531309297913,0.0
1723217070.7940497,1.41862,1.11844,0.0,820,19.60531309297913,0.0
1723217070.996319,1.41862,1.11842,0.0,822,19.60531309297913,0.0
1723217071.2037144,1.41863,1.11847,0.0,821,19.60531309297913,0.0
1723217071.4114888,1.41864,1.1185,0.0,821,19.60531309297913,0.0
1723217071.4471467,1.41864,1.11847,0.0,819,19.60531309297913,0.0
1723217071.6183681,1.41863,1.11845,0.0,822,19.60531309297913,0.0
1723217071.821505,1.41863,1.11848,0.0,822,19.60531309297913,0.0
1723217072.0178711,1.41863,1.1185,0.0,823,19.60531309297913,0.0
1723217072.2266066,1.41865,1.11847,0.0,823,19.60531309297913,0.0
1723217072.2671008,1.41864,1.11849,0.0,823,19.60531309297913,0.0
1723217072.4338608,1.41864,1.11849,0.0,820,19.60531309297913,0.0
1723217072.4672346,1.41865,1.11852,0.0,819,19.60531309297913,0.0
1723217072.6317787,1.41863,1.11853,0.0,816,19.60531309297913,0.0
1723217072.8460567,1.41863,1.11854,0.0,817,19.60531309297913,0.0
1723217072.8617969,1.41867,1.11849,0.0,818,19.842504743833018,0.0
1723217073.0604925,1.41853,1.11854,0.0,819,19.842504743833018,0.0
1723217073.248679,1.41853,1.1179,0.0,818,19.842504743833018,0.0
1723217073.2964637,1.41859,1.11789,0.0,819,19.842504743833018,0.0
1723217073.3823507,1.41499,1.11802,0.0,819,19.842504743833018,0.0
1723217073.5228674,1.36938,1.11901,0.0,819,19.842504743833018,0.0
1723217073.6651645,1.30301,1.12321,0.0,820,19.842504743833018,0.0
1723217073.698262,1.21532,1.12979,0.0,822,19.842504743833018,0.0
1723217073.7999735,1.19452,1.13084,0.0,820,19.842504743833018,0.0
1723217073.8888776,1.15886,1.1323,0.0,820,19.842504743833018,0.0
1723217074.0658534,1.09134,1.13603,0.0,820,19.842504743833018,0.0
1723217074.203072,0.98735,1.14137,0.0,819,19.842504743833018,0.0
1723217074.3202772,0.94436,1.14371,0.0,822,19.842504743833018,0.0
1723217074.4888413,0.90204,1.1459,0.0,822,19.842504743833018,0.0
1723217074.5068018,0.88323,1.14855,0.0,822,19.842504743833018,0.0
1723217074.6811805,0.87747,1.14825,0.0,820,19.842504743833018,0.0
1723217074.7127278,0.87267,1.14815,0.0,822,19.842504743833018,0.0
1723217074.833877,0.86863,1.14827,0.0,822,19.842504743833018,0.0
1723217074.9278383,0.86599,1.1485,0.0,821,19.8899430740038,0.0
1723217075.0944138,0.86449,1.14841,0.0,822,19.8899430740038,0.0
1723217075.1223,0.86361,1.14853,0.0,821,19.8899430740038,0.0
1723217075.30082,0.8634,1.14852,0.0,822,19.8899430740038,0.0
1723217075.3864043,0.86331,1.14859,0.0,824,19.8899430740038,0.0
1723217075.446443,0.86325,1.14863,0.0,823,19.8899430740038,0.0
1723217075.547998,0.86244,1.14872,0.0,822,19.8899430740038,0.0
1723217075.716432,0.86214,1.14866,0.0,823,19.8899430740038,0.0
1723217075.7474513,0.86203,1.14879,0.0,823,19.8899430740038,0.0
1723217075.9166858,0.86161,1.14871,0.0,823,15.368319691863265,0.0
1723217076.1170506,0.86158,1.14867,0.0,824,15.368319691863265,0.0
1723217076.3246117,0.86173,1.14851,0.0,823,15.368319691863265,0.0
1723217076.5269418,0.86179,1.14847,0.0,821,15.368319691863265,0.0
1723217076.5676434,0.86179,1.14852,0.0,788,15.368319691863265,0.0
1723217076.756198,0.86183,1.14851,0.0,725,15.368319691863265,0.0
1723217076.768947,0.86186,1.14856,0.0,652,15.368319691863265,0.0
1723217076.9447415,0.86187,1.14856,0.0,611,15.368319691863265,0.0
1723217077.1425724,0.86192,1.14856,0.0,551,15.392392874337988,0.0
1723217077.3476357,0.8619,1.14854,0.0,468,15.392392874337988,0.0
1723217077.3885908,0.86193,1.14852,0.0,404,15.392392874337988,0.0
1723217077.547595,0.86195,1.14858,0.0,351,15.392392874337988,0.0
1723217077.6281636,0.86197,1.14858,0.0,302,15.392392874337988,0.0
1723217077.7558923,0.86198,1.14861,0.0,236,15.392392874337988,0.0
1723217077.9599175,0.86199,1.14858,0.0,203,15.392392874337988,0.0
1723217078.1631048,0.86201,1.14855,0.0,191,15.392392874337988,0.0
1723217078.2014365,0.86201,1.1486,0.0,186,15.392392874337988,0.0
1723217078.3754897,0.862,1.14862,0.0,177,15.296100144439094,0.0
1723217078.40777,0.86201,1.14866,0.0,175,15.296100144439094,0.0
1723217078.5683825,0.862,1.14867,0.0,172,15.296100144439094,0.0
1723217078.60771,0.86176,1.14854,0.0,180,15.296100144439094,0.0
1723217078.7901216,0.86176,1.1484,0.0,178,15.296100144439094,0.0
1723217078.8626163,0.86188,1.14818,0.0,178,15.296100144439094,0.0
1723217078.9834986,0.8618,1.14825,0.0,168,15.296100144439094,0.0
1723217079.194963,0.86115,1.14868,0.0,179,15.296100144439094,0.0
1723217079.227601,0.86067,1.14876,0.0,181,15.151661049590757,0.0
1723217079.416622,0.8606,1.14866,0.0,182,15.151661049590757,0.0
1723217079.5799816,0.86032,1.14874,0.0,187,15.151661049590757,0.0
1723217079.802208,0.86022,1.14856,0.0,193,15.151661049590757,0.0
1723217080.010911,0.86026,1.1487,0.0,198,15.151661049590757,0.0
1723217080.0436716,0.8603,1.14876,0.0,208,15.151661049590757,0.0
1723217080.2184353,0.86027,1.14881,0.0,214,15.151661049590757,0.0
1723217080.4239392,0.86028,1.14881,0.0,238,15.151661049590757,0.0
1723217080.4480696,0.86033,1.14883,0.0,254,15.151661049590757,0.0
1723217080.6003253,0.86034,1.14879,0.0,266,15.151661049590757,0.0
1723217080.8333168,0.86036,1.14877,0.0,281,15.392392874337988,0.0
1723217080.8970637,0.86039,1.14875,0.0,275,15.392392874337988,0.0
1723217081.031046,0.86035,1.14879,0.0,253,15.392392874337988,0.0
1723217081.0490544,0.86037,1.1488,0.0,234,15.392392874337988,0.0
1723217081.2398615,0.86034,1.14889,0.0,217,15.392392874337988,0.0
1723217081.2553818,0.86037,1.1489,0.0,201,15.392392874337988,0.0
1723217081.440939,0.86039,1.1489,0.0,191,15.392392874337988,0.0
1723217081.4860446,0.86037,1.14888,0.0,182,15.392392874337988,0.0
1723217081.6023808,0.86039,1.14885,0.0,167,15.392392874337988,0.0
1723217081.8538024,0.8604,1.14886,0.0,159,15.127587867116034,0.0
1723217081.866459,0.86041,1.14884,0.0,154,15.127587867116034,0.0
1723217082.0580509,0.86038,1.14887,0.0,152,15.127587867116034,0.0
1723217082.2656205,0.86043,1.14891,0.0,147,15.127587867116034,0.0
1723217082.2895043,0.86041,1.14887,0.0,144,15.127587867116034,0.0
1723217082.463288,0.86043,1.14888,0.0,143,15.127587867116034,0.0
1723217082.490042,0.86042,1.14885,0.0,144,15.127587867116034,0.0
1723217082.6036835,0.86042,1.14882,0.0,144,15.127587867116034,0.0
1723217082.6893866,0.86044,1.14885,0.0,143,15.127587867116034,0.0
1723217082.8819396,0.86042,1.14886,0.0,144,15.127587867116034,0.0
1723217083.0776646,0.86044,1.14888,0.0,143,15.127587867116034,0.0
1723217083.2872682,0.85982,1.14888,0.0,143,15.127587867116034,0.0
1723217083.4906476,0.8594,1.14869,0.0,151,15.127587867116034,0.0
1723217083.5053678,0.85932,1.14869,0.0,161,15.127587867116034,0.0
1723217083.6819613,0.85921,1.14858,0.0,177,15.127587867116034,0.0
1723217083.6872885,0.85914,1.14838,0.0,210,15.127587867116034,0.0
